,Word1,Word2,Similarity Score,Ground Truth similarity score,Label
0,मोहब्बत,सेक्स,3.8873428106307983,6.8,0
1,बाघ,बिल्ली,6.253620386123657,7.0,0
2,किताब,कागज़,5.756129622459412,7.6,0
3,कंप्यूटर,कीबोर्ड,6.722089052200317,7.6,0
4,कंप्यूटर,इंटरनेट,7.179460525512695,8.0,0
5,विमान,कार,6.394352912902832,6.0,0
6,रेलगाड़ी,कार,6.652937531471252,6.2,0
7,टेलीफोन,संचार,5.479849576950073,7.6,0
8,टेलीविजन,रेडियो,7.46625542640686,6.4,0
9,मीडिया,रेडियो,5.544226169586182,5.8,0
10,ब्रेड,मक्खन,7.311728596687317,6.6,0
11,खीरा,आलू,8.271246552467346,5.8,1
12,चिकित्सक,नर्स,7.021421790122986,7.6,0
13,प्रोफ़ेसर,चिकित्सक,5.318654179573059,4.6,0
14,छात्र,प्रोफ़ेसर,4.931894838809967,7.0,0
15,होशियार,छात्र,3.7200194597244263,5.2,0
16,होशियार,बेवकूफ,6.193171739578247,6.2,0
17,किताब,पुस्तकालय,4.46329653263092,7.6,0
18,बैंक,पैसे,4.850057363510132,8.0,0
19,लकड़ी,जंगल,5.288179516792297,7.0,0
20,प्रोफ़ेसर,खीरा,0.857907235622406,0.0,0
21,राजा,रानी,6.694445610046387,8.2,0
22,बिशप,रबी,0.8331265300512314,7.0,0
23,यरूशलेम,इजराइल,4.983847737312317,7.8,0
24,पवित्र,सेक्स,2.425806224346161,1.0,0
25,माराडोना,फ़ुटबॉल,6.930302381515503,7.8,0
26,फ़ुटबॉल,सॉकर,8.426071405410767,9.0,1
27,फ़ुटबॉल,बास्केटबाल,7.249078750610352,6.4,0
28,फ़ुटबॉल,टेनिस,7.415844798088074,5.8,0
29,टेनिस,रैकेट,4.9736350774765015,7.4,0
30,कानून,वकील,5.36493182182312,7.8,0
31,चलचित्र,पॉपकॉर्न,4.021348059177399,6.6,0
32,चलचित्र,आलोचक,3.190009593963623,6.6,0
33,चलचित्र,थिएटर,4.818366467952728,8.4,0
34,पीना,कार,2.041507512331009,1.4,0
35,पीना,कान,3.1792905926704407,0.4,0
36,पीना,मुंह,4.266374707221985,7.0,0
37,बच्चा,मां,5.698375105857849,7.2,0
38,पीना,मां,2.3757942020893097,1.8,0
39,मणि,गहना,3.8758620619773865,6.8,0
40,भट्ठी,स्टोव,7.105972766876221,8.4,0
41,भोजन,फल,5.895434021949768,6.6,0
42,पक्षी,सारस,8.23667585849762,7.4,1
43,भाई,साधु,3.1637904047966003,1.4,0
44,यात्रा,कार,4.361547529697418,6.2,0
45,साधु,गुलाम,2.954922914505005,0.2,0
46,कांच,जादूगर,3.535124659538269,2.0,0
47,पैसे,मुद्रा,4.165174961090088,8.6,0
48,पैसे,धन,6.511806845664978,9.2,0
49,पैसे,संपत्ति,5.552644729614258,8.4,0
50,पैसे,बैंक,4.850057363510132,8.2,0
51,पैसे,जमा,4.878485202789307,6.6,0
52,पैसे,ऑपरेशन,2.780091166496277,2.6,0
53,बाघ,जैगुआर,4.780705273151398,8.0,0
54,बाघ,जानवर,7.2665780782699585,7.6,0
55,बाघ,चिड़ियाघर,6.862780451774597,6.8,0
56,मनोविज्ञान,चिंता,3.535107970237732,6.2,0
57,मनोविज्ञान,डर,2.2118134796619415,5.2,0
58,मनोविज्ञान,डिप्रेशन,4.024216830730438,7.0,0
59,मनोविज्ञान,क्लिनिक,4.525316059589386,6.4,0
60,मनोविज्ञान,चिकित्सक,5.112589597702026,7.0,0
61,मनोविज्ञान,मन,4.022969901561737,7.4,0
62,मनोविज्ञान,स्वास्थ्य,5.202593207359314,6.2,0
63,मनोविज्ञान,विज्ञान,7.954474687576294,7.0,0
64,मनोविज्ञान,अनुशासन,5.455808043479919,4.2,0
65,",",Accuracy,=,0.8153846153846154,
